emp_no,first_name,last_name,birth_date,from_date,to_date,titles
415146,Huan,Speer,1955-05-03,2000-12-14,1999-01-01,Engineer
415343,Lobel,Marchegay,1954-11-21,2000-04-23,1999-01-01,Engineer
415436,Hongzhu,Bellone,1952-10-26,2000-12-29,1999-01-01,Senior Staff
415484,Nakhoon,Aumann,1956-10-24,2000-01-18,1999-01-01,Staff
415529,Kwan,Budinsky,1961-11-24,2000-01-08,1999-01-01,Staff
415573,Joydip,Murillo,1964-11-21,2000-11-23,1999-01-01,Senior Staff
415614,Fusako,Melton,1960-08-20,2000-10-15,1999-01-01,Staff
415669,Elzbieta,Schlumberger,1964-04-30,2000-11-15,1999-01-01,Engineer
415697,Ziyad,Duclos,1952-11-02,2000-02-12,2000-11-08,Engineer
415840,Keung,Lorin,1957-11-06,2000-01-20,1999-01-01,Staff
415907,Kwee,Menyhert,1959-02-05,2000-08-06,2001-08-19,Staff
415915,Saeko,Pfau,1959-08-14,2000-06-17,1999-01-01,Staff
415972,Terresa,Thorensen,1964-05-10,2000-04-14,1999-01-01,Assistant Engineer
415981,Miomir,Kaltofen,1952-05-02,2000-04-26,1999-01-01,Staff
415991,Poorav,Lodder,1957-12-09,2000-06-03,1999-01-01,Senior Engineer
416044,Gro,Schaad,1952-10-15,2000-01-31,1999-01-01,Senior Engineer
416077,Karsten,Sewelson,1952-08-02,2000-01-20,1999-01-01,Engineer
416096,Nobuyoshi,Ginneken,1953-06-21,2000-07-12,1999-01-01,Engineer
416117,Radhika,Albarhamtoshy,1956-02-26,2000-01-10,1999-01-01,Engineer
416136,Yonghoan,Reinhard,1953-07-11,2000-07-07,1999-01-01,Senior Staff
416162,Arif,Farrag,1956-09-13,2000-02-15,1999-01-01,Technique Leader
416229,Erzsebet,Danley,1960-05-22,2000-01-28,1999-01-01,Senior Engineer
416252,Luisa,Ecklund,1963-06-28,2000-12-07,1999-01-01,Engineer
416296,Yishai,Karnin,1958-08-25,2000-01-26,1999-01-01,Staff
416304,Flemming,Jiafu,1956-08-13,2000-01-05,2001-06-23,Engineer
416373,Uli,Azuma,1959-08-27,2000-01-24,1999-01-01,Engineer
416412,Boaz,Famili,1964-02-01,2000-11-29,1999-01-01,Senior Engineer
416432,Rasikan,Ranai,1958-03-22,2000-04-30,1999-01-01,Senior Staff
416556,Girolamo,Zumaque,1957-02-12,2000-01-08,1999-01-01,Engineer
416605,Subhash,Maliniak,1960-02-13,2000-01-10,2001-08-25,Senior Engineer
416723,Bezalel,Vidya,1963-07-19,2000-02-27,1999-01-01,Engineer
416921,Chuanyi,Gubsky,1954-06-23,2000-02-20,1999-01-01,Engineer
416926,Khalil,Henders,1959-07-17,2000-01-30,1999-01-01,Engineer
416929,Seshu,Gischer,1962-05-09,2000-11-30,1999-01-01,Engineer
416957,Magy,Pollock,1958-06-19,2000-01-24,1999-01-01,Senior Staff
416987,Sigeru,Bottner,1957-07-14,2000-01-15,1999-01-01,Engineer
417101,Zhonghua,Wallrath,1958-02-05,2000-10-30,1999-01-01,Senior Staff
417154,Reinhold,Vitiello,1961-07-07,2000-01-25,1999-01-01,Staff
417170,Paloma,Delgrange,1955-10-23,2000-01-25,1999-01-01,Senior Engineer
417194,Sanjeeva,Maierhofer,1961-06-03,2000-09-14,1999-01-01,Staff
417213,Jackson,Clouatre,1952-10-26,2000-06-08,1999-01-01,Engineer
417222,Val,Famili,1959-01-19,2000-02-01,1999-01-01,Engineer
417242,Tetsushi,Spieker,1960-01-28,2000-01-24,1999-01-01,Engineer
417262,Adib,Neimat,1957-12-09,2000-02-11,1999-01-01,Senior Staff
417271,Denis,Kranzdorf,1964-07-26,2000-09-13,2000-10-22,Staff
417321,Feipei,Valette,1952-06-02,2000-01-13,1999-01-01,Staff
417355,Rafail,Dechter,1959-01-09,2000-10-13,1999-01-01,Staff
417560,Menkae,Porotnikoff,1961-05-20,2000-04-01,1999-01-01,Senior Staff
417766,Lech,Sidje,1963-07-30,2000-06-29,1999-01-01,Senior Staff
417772,Marie,Joslin,1962-01-01,2000-01-22,1999-01-01,Assistant Engineer
417775,Stabislas,Demian,1958-07-03,2000-02-02,1999-01-01,Senior Staff
417835,Doohun,Baby,1962-11-22,2000-08-08,1999-01-01,Senior Engineer
417949,Werner,Peyn,1961-08-30,2000-06-13,1999-01-01,Engineer
418086,Shahaf,Teitelbaum,1952-07-18,2000-09-30,1999-01-01,Engineer
418184,Lubomir,Bratten,1958-11-04,2000-07-24,2001-01-28,Staff
418304,Zengping,Basart,1959-04-07,2000-01-31,1999-01-01,Engineer
418373,Shigehito,Vingron,1957-03-07,2000-01-15,1999-01-01,Engineer
418404,Hercules,Vrecion,1959-08-11,2000-05-08,1999-01-01,Senior Engineer
418435,Makato,Erev,1964-02-22,2000-06-06,1999-01-01,Staff
418463,Takanari,Mansanne,1961-10-27,2000-01-28,1999-01-01,Senior Engineer
418519,Aksel,Varley,1953-06-04,2000-03-29,1999-01-01,Senior Engineer
418539,Francoise,Doering,1958-02-03,2000-09-05,1999-01-01,Senior Engineer
418559,Moni,Binkley,1953-08-30,2000-07-16,2001-01-13,Engineer
418610,Nahum,Fasbender,1960-11-23,2000-11-20,1999-01-01,Senior Engineer
418642,Hatsukazu,DeMori,1962-02-20,2000-06-12,1999-01-01,Senior Engineer
418691,Suebskul,Speel,1953-05-14,2000-05-23,1999-01-01,Staff
418745,Elrique,Ravishankar,1956-11-30,2000-01-31,1999-01-01,Senior Staff
418875,Elgin,Asser,1964-12-14,2000-06-28,1999-01-01,Senior Staff
419007,Janalee,Tomescu,1963-05-29,2000-01-23,1999-01-01,Engineer
419029,Eric,Niizuma,1960-12-13,2000-03-18,1999-01-01,Senior Engineer
419051,Xiaopeng,Magliocco,1961-12-16,2000-07-10,1999-01-01,Senior Engineer
419095,Tadahiko,Zizka,1960-10-15,2000-08-17,1999-01-01,Staff
419173,Gita,Gini,1960-10-14,2000-03-24,1999-01-01,Senior Staff
419255,Gurbir,Bahk,1962-11-30,2000-01-07,1999-01-01,Assistant Engineer
419426,Danil,Thiran,1961-07-11,2000-01-31,1999-01-01,Engineer
419442,Kensyu,Eldridge,1953-09-23,2000-04-20,1999-01-01,Staff
419500,Mitchel,Syang,1962-06-08,2000-03-08,1999-01-01,Engineer
419549,Jiann,Reutenauer,1956-09-21,2000-10-09,1999-01-01,Senior Staff
419587,Aron,Wynblatt,1956-03-12,2000-01-16,1999-01-01,Staff
419592,Saeko,Lorcy,1959-10-21,2000-01-06,1999-01-01,Engineer
419619,Hironoby,Chappelet,1962-06-08,2000-01-25,1999-01-01,Staff
419625,Lucien,Ariola,1959-07-09,2000-07-27,1999-01-01,Senior Engineer
419633,Hyuncheol,Gire,1956-04-02,2000-01-16,2001-06-10,Engineer
419672,Xianlong,Denti,1963-03-06,2000-01-13,1999-01-01,Engineer
419703,Gilbert,Ginneken,1957-06-07,2000-08-03,1999-01-01,Engineer
419739,Francesca,Kavanagh,1962-01-09,2000-12-12,1999-01-01,Assistant Engineer
419818,Sanjoy,Emiris,1952-05-26,2000-01-30,1999-01-01,Staff
419885,Caolyn,Iwayama,1957-06-22,2000-02-12,1999-01-01,Senior Engineer
419921,Shaleah,Pietrzykowski,1959-11-17,2000-02-08,1999-01-01,Engineer
419995,Constantijn,Harbusch,1964-02-05,2000-03-07,1999-01-01,Senior Engineer
420005,Uriel,Impagliazzo,1960-01-28,2000-04-02,1999-01-01,Engineer
420022,Gonzalo,Weedman,1963-12-18,2000-09-17,1999-01-01,Engineer
420148,Pranjal,Vandervoorde,1960-07-11,2000-07-15,2001-11-10,Engineer
420166,Sanjeeva,Honiden,1961-08-28,2000-07-05,1999-01-01,Staff
420175,Rosine,Pleszkun,1962-12-13,2000-01-26,2001-01-04,Assistant Engineer
420249,Premsyl,Billawala,1959-08-26,2000-12-14,1999-01-01,Staff
420270,Chikara,DuBourdieux,1957-02-28,2000-11-04,1999-01-01,Staff
420297,Shahar,Georgatos,1956-12-14,2000-01-07,1999-01-01,Engineer
420372,Adit,Compeau,1953-07-27,2000-10-01,2002-04-15,Engineer
420390,Mostafa,Pillow,1952-12-25,2000-07-11,1999-01-01,Senior Staff
420503,Francesca,Puppo,1964-04-26,2000-12-23,1999-01-01,Senior Staff
420511,Jingling,Asser,1957-07-08,2000-01-02,1999-01-01,Staff
420522,Tua,Kadhim,1952-04-04,2000-01-11,1999-01-01,Engineer
420548,Muneo,Erev,1964-05-09,2000-01-30,1999-01-01,Staff
420670,Kiyokazu,Ranst,1963-05-12,2000-11-19,1999-01-01,Engineer
420736,Peer,Gurbaxani,1962-09-23,2000-11-03,1999-01-01,Engineer
420846,Lein,Shimshoni,1956-03-22,2000-11-01,1999-01-01,Engineer
420894,Charmane,Preusig,1956-10-12,2000-01-12,1999-01-01,Senior Engineer
420920,Atreye,Takkinen,1964-06-30,2000-01-09,1999-01-01,Senior Engineer
420940,Moon,Merro,1962-10-10,2000-01-21,2001-04-28,Staff
420972,Nalini,Portugali,1964-08-09,2000-03-24,1999-01-01,Senior Engineer
421011,Masamitsu,Thorelli,1953-02-15,2000-02-02,1999-01-01,Senior Staff
421085,Bernardo,Brobst,1964-01-18,2000-01-03,1999-01-01,Engineer
421131,Hercules,Oaver,1956-04-13,2000-12-02,1999-01-01,Staff
421140,Xiaoqiang,Brookner,1954-04-11,2000-03-29,2000-07-14,Staff
421191,Ranga,Kumaresan,1952-05-29,2000-01-29,1999-01-01,Staff
421239,Indrajit,Borstler,1963-12-25,2000-03-29,1999-01-01,Senior Staff
421333,Bogdan,Pollock,1960-06-30,2000-01-26,1999-01-01,Staff
421352,Luerbio,Hartvigsen,1957-06-19,2000-11-19,1999-01-01,Senior Engineer
421441,Pragnesh,Hartvigsen,1956-02-29,2000-06-10,1999-01-01,Senior Staff
421502,Brewster,Merle,1957-06-20,2000-02-02,1999-01-01,Staff
421589,Make,Gewali,1960-05-08,2000-08-28,1999-01-01,Senior Engineer
421615,Xinyu,Fairtlough,1959-07-02,2000-01-05,1999-01-01,Senior Engineer
421642,Valery,Nourani,1953-01-15,2000-01-21,1999-01-01,Engineer
421669,Guangming,Kroll,1960-06-02,2000-01-22,1999-01-01,Senior Staff
421899,Eben,Francisci,1958-05-25,2000-01-01,1999-01-01,Staff
421990,Sariel,Lorin,1964-05-06,2000-11-24,1999-01-01,Staff
422027,Gil,Hofstetter,1959-09-30,2000-06-15,1999-01-01,Senior Staff
422045,Arch,Herath,1954-12-08,2000-11-22,2001-03-16,Staff
422127,Emdad,Kushnir,1964-06-03,2000-01-26,1999-01-01,Staff
422164,Hugo,Ratnaker,1964-03-11,2000-10-04,1999-01-01,Staff
422225,Kaijung,Monarch,1958-02-09,2000-01-26,1999-01-01,Staff
422250,Youjian,Pargaonkar,1961-11-05,2000-12-31,1999-01-01,Engineer
422260,Phule,Bojadziev,1955-12-14,2000-02-15,1999-01-01,Engineer
422279,Debatosh,Calkin,1958-03-03,2000-06-13,1999-01-01,Technique Leader
422307,Aron,Marrevee,1962-07-26,2000-11-05,1999-01-01,Engineer
422318,DAIDA,Stanger,1964-04-06,2000-06-23,1999-01-01,Technique Leader
422335,Jiafu,Muchinsky,1952-10-26,2000-01-16,1999-01-01,Senior Staff
422457,Eric,Conti,1955-05-19,2000-07-19,1999-01-01,Senior Engineer
422467,Huei,Armand,1954-01-27,2000-10-02,2001-03-20,Staff
422519,Masaru,Rothe,1957-10-01,2000-04-03,1999-01-01,Engineer
422527,Kiam,Baaz,1963-03-25,2000-01-07,1999-01-01,Staff
422627,Mabo,Krogh,1958-12-06,2000-01-23,2000-02-14,Engineer
422656,Gio,Selenyi,1956-03-10,2000-10-29,2001-05-21,Staff
422697,Karlis,Sessa,1956-03-21,2000-01-21,1999-01-01,Staff
422823,Zhiwei,Wendorf,1956-03-21,2000-03-12,1999-01-01,Engineer
422850,Luisa,Heiserman,1960-04-18,2000-12-29,1999-01-01,Staff
422895,Yechezkel,Gargeya,1956-04-01,2000-01-17,1999-01-01,Assistant Engineer
422990,Jaana,Verspoor,1953-04-09,2000-01-13,1999-01-01,Engineer
423007,DAIDA,Przulj,1953-06-04,2000-11-10,1999-01-01,Engineer
423135,IEEE,Wegerle,1954-11-23,2000-04-14,1999-01-01,Technique Leader
423323,Aiman,Ventosa,1952-11-19,2000-01-08,1999-01-01,Technique Leader
423353,Gregory,Denos,1964-02-15,2000-07-05,1999-01-01,Senior Engineer
423383,Mohd,Ozeri,1954-11-29,2000-03-04,1999-01-01,Senior Staff
423395,Kenroku,Tsukuda,1962-11-11,2000-01-25,2001-02-10,Senior Engineer
423657,Weiru,Cronau,1959-07-29,2000-01-04,1999-01-01,Engineer
423704,Mohammad,Taubman,1955-05-03,2000-07-24,1999-01-01,Staff
423741,Stella,Slobodova,1962-06-25,2000-10-22,1999-01-01,Technique Leader
423780,Fayez,McConalogue,1960-07-14,2000-01-02,1999-01-01,Engineer
423828,Vugranam,Preusig,1957-02-08,2000-03-09,2001-07-30,Engineer
423837,Uri,Lichtman,1963-07-07,2000-08-29,1999-01-01,Senior Staff
423856,Garnik,Heystek,1957-04-26,2000-10-30,1999-01-01,Senior Engineer
423874,Paris,Gewali,1960-07-26,2000-01-16,1999-01-01,Staff
423920,Mana,Thombley,1953-11-29,2000-12-05,1999-01-01,Senior Engineer
424028,Jaber,Ranon,1954-11-24,2000-01-14,2000-08-29,Staff
424339,Satoru,Morris,1954-09-29,2000-03-22,1999-01-01,Engineer
424353,Angel,Thiria,1958-11-25,2000-01-07,1999-01-01,Staff
424379,Menkae,Murtagh,1953-01-02,2000-01-20,1999-01-01,Staff
424442,Mohd,Skafidas,1963-03-21,2000-01-17,2001-06-27,Engineer
424445,Jeong,Boreale,1953-04-27,2000-01-26,2002-02-05,Engineer
424449,Basim,Tomescu,1959-11-29,2000-01-24,1999-01-01,Staff
424479,Shounak,Tsunoo,1953-02-12,2000-05-01,2000-09-07,Engineer
424698,Mabo,Munck,1954-07-08,2000-01-23,1999-01-01,Engineer
424715,Stafford,Deyuan,1964-01-13,2000-01-17,1999-01-01,Engineer
424743,Qiwen,Mukaidono,1964-09-14,2000-03-31,1999-01-01,Senior Staff
424749,Shooichi,Brandsma,1957-07-24,2000-02-01,1999-01-01,Staff
424794,Mara,Anger,1954-10-09,2000-12-01,1999-01-01,Technique Leader
424823,Margo,Baaleh,1956-05-02,2000-07-11,1999-01-01,Staff
424882,Idoia,Kenevan,1961-01-25,2000-01-24,1999-01-01,Engineer
424961,Yaghout,Morris,1954-04-21,2000-01-02,1999-01-01,Staff
424978,Baocai,Jullig,1964-06-24,2000-01-12,1999-01-01,Senior Staff
425007,Guther,Wixon,1961-06-29,2000-03-17,1999-01-01,Staff
425204,Zvonko,Impagliazzo,1961-01-26,2000-01-04,1999-01-01,Staff
425229,Parviz,Oxman,1962-07-02,2000-05-02,1999-01-01,Senior Staff
425270,Elrique,Dalton,1960-01-16,2000-01-11,1999-01-01,Staff
425283,Jixiang,Spinelli,1953-11-28,2000-01-06,1999-01-01,Engineer
425298,Kazuhito,Salinas,1962-12-08,2000-12-11,2001-06-25,Engineer
425367,Pranav,Zockler,1952-09-25,2000-09-06,1999-01-01,Senior Staff
425416,Shmuel,Peris,1961-09-07,2000-01-29,1999-01-01,Senior Engineer
425425,Chuanti,Vecchi,1958-09-21,2000-05-29,1999-01-01,Staff
425433,Susumu,Sury,1953-11-23,2000-01-06,1999-01-01,Engineer
425581,Achilleas,Ramsey,1956-08-29,2000-04-25,1999-01-01,Staff
425597,Valter,Keirsey,1964-11-11,2000-01-09,1999-01-01,Staff
425970,Mitchel,Soicher,1960-01-23,2000-06-07,1999-01-01,Technique Leader
426040,Remko,Eickenmeyer,1957-08-30,2000-01-10,2002-07-12,Staff
426075,Christophe,Uchoa,1960-11-09,2000-06-01,1999-01-01,Engineer
426099,Alair,Sherertz,1953-04-01,2000-02-01,1999-01-01,Staff
426167,Tiina,Isaak,1960-07-15,2000-06-19,1999-01-01,Senior Engineer
426232,Sanjay,Ligten,1959-05-15,2000-01-27,1999-01-01,Staff
426301,Vishu,Krichel,1955-08-31,2000-08-08,1999-01-01,Engineer
426435,Subhankar,Angot,1957-08-28,2000-02-11,1999-01-01,Staff
426465,Radhika,Pollacia,1954-09-11,2000-07-18,1999-01-01,Engineer
426500,Gian,Hockney,1953-06-10,2000-11-01,1999-01-01,Senior Engineer
426547,Adamantios,Syrzycki,1964-12-04,2000-08-25,1999-01-01,Engineer
426569,Sreekrishna,Conia,1964-04-10,2000-06-22,2000-07-30,Assistant Engineer
426653,Anestis,Decleir,1961-12-05,2000-01-18,2001-07-04,Staff
426701,Shem,Mandelberg,1954-01-23,2000-10-25,1999-01-01,Engineer
426748,Arumugam,Haumacher,1960-04-05,2000-09-01,1999-01-01,Engineer
426853,Denny,Ouhyoung,1953-12-05,2000-01-11,2000-07-11,Staff
426893,Moon,Kornyak,1952-12-07,2000-10-09,1999-01-01,Senior Engineer
426942,Toney,Munke,1956-06-15,2000-09-28,1999-01-01,Senior Engineer
427057,Mara,Marshall,1962-01-31,2000-01-13,2000-02-28,Staff
427068,Tzu,Delgrossi,1963-02-08,2000-09-06,1999-01-01,Technique Leader
427124,Charlene,Imataki,1961-07-13,2000-01-21,1999-01-01,Technique Leader
427202,Rutger,Waeselynck,1955-06-22,2000-01-09,1999-01-01,Engineer
427210,Manton,Rettelbach,1958-12-27,2000-12-31,1999-01-01,Engineer
427259,Leni,Bauknecht,1958-01-05,2000-12-31,1999-01-01,Engineer
427320,Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,1999-01-01,Senior Engineer
427322,Haldun,Syrzycki,1962-08-12,2000-10-29,1999-01-01,Staff
427331,Mikhail,Shokrollahi,1959-08-06,2000-09-17,1999-01-01,Senior Engineer
427397,Morris,Halevi,1959-09-15,2000-10-09,1999-01-01,Senior Engineer
427569,Kagan,Hebert,1954-03-29,2000-01-16,1999-01-01,Senior Staff
427572,Danae,Lambe,1955-12-14,2000-01-11,1999-01-01,Staff
427664,Toshimo,Maccarone,1952-08-05,2000-01-29,1999-01-01,Engineer
427670,Dmitri,Setia,1954-08-04,2000-11-07,1999-01-01,Staff
427717,Hironoby,Siprelle,1955-08-19,2000-05-11,1999-01-01,Senior Engineer
427728,Reinhard,Strehl,1960-04-03,2000-06-03,1999-01-01,Engineer
427740,Adin,Felcyn,1954-03-25,2000-01-04,2000-05-11,Senior Engineer
427772,Gen,Heering,1959-06-05,2000-08-17,1999-01-01,Senior Staff
427819,Shigehiro,Rohrbach,1952-02-11,2000-05-18,1999-01-01,Engineer
427855,Tzvetan,Theuretzbacher,1956-05-27,2000-12-06,1999-01-01,Senior Staff
427984,Gill,Androutsos,1962-12-23,2000-09-07,1999-01-01,Senior Engineer
428045,Niclas,Schonegge,1957-01-29,2000-01-03,1999-01-01,Senior Staff
428073,Lech,Improta,1955-07-16,2000-04-27,1999-01-01,Staff
428114,Koldo,Cusworth,1964-04-22,2000-04-29,1999-01-01,Senior Staff
428133,Sumant,Bhattacharjee,1963-05-16,2000-11-07,1999-01-01,Senior Staff
428193,Weicheng,Roison,1963-10-25,2000-01-20,1999-01-01,Technique Leader
428245,Macha,Christianini,1953-07-11,2000-10-19,1999-01-01,Senior Engineer
428377,Yucai,Gerlach,1957-05-09,2000-01-23,1999-01-01,Engineer
428381,Utz,Glowinski,1952-10-09,2000-06-17,1999-01-01,Engineer
428526,Seongbin,Kroft,1959-11-23,2000-03-08,1999-01-01,Engineer
428623,Arve,Schiper,1959-11-22,2000-01-05,1999-01-01,Engineer
428628,Itzchak,Ramsay,1963-08-10,2000-08-22,1999-01-01,Staff
428725,Tonny,Berendt,1953-04-25,2000-01-19,1999-01-01,Engineer
428825,Vishu,Pollacia,1955-07-21,2000-01-05,1999-01-01,Staff
428841,Petter,Staelin,1955-08-16,2000-01-29,1999-01-01,Engineer
428873,Chaoyi,Bressoud,1957-12-24,2000-06-16,1999-01-01,Engineer
428901,Abdelkader,Potthoff,1957-02-15,2000-06-23,1999-01-01,Staff
428941,Patricia,Roohalamini,1960-09-21,2000-01-08,1999-01-01,Assistant Engineer
428991,Wojceich,Baba,1960-09-01,2000-11-20,1999-01-01,Staff
429065,Lillian,Bressoud,1961-08-27,2000-08-15,1999-01-01,Senior Staff
429084,Divine,Picco,1958-03-15,2000-02-18,1999-01-01,Engineer
429280,Poorav,Azumi,1957-06-21,2000-02-06,1999-01-01,Engineer
429322,Sashi,Orlowska,1955-10-20,2000-10-12,1999-01-01,Senior Engineer
429352,Heng,Ramalingam,1959-06-22,2000-01-24,1999-01-01,Staff
429384,Jayson,Schneeberger,1953-06-20,2000-02-02,1999-01-01,Staff
429477,Anneke,Rande,1958-06-21,2000-02-16,1999-01-01,Technique Leader
429496,Oddvar,Tokunaga,1954-05-01,2000-02-15,1999-01-01,Senior Staff
429636,Stella,Sambasivam,1956-02-19,2000-02-09,1999-01-01,Senior Engineer
429681,Gregory,Brodal,1957-10-24,2000-10-18,1999-01-01,Senior Engineer
429698,Kayoko,Chimia,1961-02-08,2000-09-30,1999-01-01,Senior Staff
429706,Xianlong,Stavenow,1952-05-14,2000-10-05,1999-01-01,Staff
429790,Geraldo,Soicher,1957-05-08,2000-12-17,1999-01-01,Staff
429827,Hercules,Pelz,1954-03-24,2000-06-16,2002-06-16,Staff
429885,Leni,Homond,1953-06-14,2000-04-06,1999-01-01,Engineer
429895,Makato,Morton,1961-09-24,2000-12-01,1999-01-01,Senior Staff
429913,Tsvetan,Gulik,1957-02-07,2000-12-10,1999-01-01,Staff
429962,Nidapan,Baig,1959-01-28,2000-05-04,1999-01-01,Technique Leader
430027,Tomoyuki,Lanphier,1960-08-14,2000-01-08,1999-01-01,Staff
430045,Toong,Stille,1962-10-03,2000-01-10,1999-01-01,Staff
430066,Demos,Dechter,1962-01-13,2000-08-25,2001-02-04,Staff
430179,Neelam,Serna,1953-01-18,2000-11-19,1999-01-01,Senior Staff
430286,Masaru,Thorelli,1955-06-21,2000-01-23,1999-01-01,Staff
430295,Jessie,Zuberek,1962-07-25,2000-01-06,1999-01-01,Senior Engineer
430305,Pohua,Kermarrec,1962-01-08,2000-06-24,1999-01-01,Senior Staff
430370,Chenxi,Barreiro,1963-04-14,2000-09-14,1999-01-01,Senior Staff
430422,Patricia,Schieder,1961-11-19,2000-01-21,1999-01-01,Senior Staff
430485,Shigehito,Jarecki,1962-06-03,2000-07-04,1999-01-01,Engineer
430708,Kinh,Melski,1955-12-27,2000-01-05,2001-03-01,Engineer
430897,Mohan,Fargier,1956-01-01,2000-08-16,1999-01-01,Senior Engineer
430983,Jiang,Kropf,1957-11-12,2000-10-07,1999-01-01,Senior Engineer
431103,Lucian,Nyrup,1960-07-11,2000-01-04,2000-03-20,Senior Engineer
431124,Margo,Honglei,1960-02-22,2000-01-04,2001-03-12,Engineer
431182,Kiam,Zschoche,1964-12-17,2000-01-04,1999-01-01,Engineer
431206,Naftali,Marshall,1961-08-21,2000-01-18,1999-01-01,Engineer
431229,Kokou,Harbusch,1953-06-18,2000-06-29,1999-01-01,Staff
431238,Kwee,Busillo,1953-06-17,2000-03-29,2002-07-24,Engineer
431462,Yishay,Prochazka,1956-05-08,2000-01-15,1999-01-01,Engineer
431482,Yaghout,Chappelet,1957-04-17,2000-01-16,1999-01-01,Technique Leader
431492,Cedric,Lorcy,1963-01-01,2000-03-02,1999-01-01,Senior Engineer
431604,Tzu,Luks,1960-02-06,2000-12-08,1999-01-01,Engineer
431656,Shay,Kemmerer,1961-03-04,2000-01-02,1999-01-01,Engineer
431722,Laurentiu,Sinitsyn,1958-11-05,2000-01-03,2001-09-28,Senior Engineer
431795,Cristinel,Hartvigsen,1959-08-19,2000-01-19,2002-06-02,Engineer
431826,Serenella,Lorie,1962-12-28,2000-05-22,1999-01-01,Staff
431869,Dietrich,Collette,1953-04-17,2000-01-13,1999-01-01,Engineer
431918,Zhanqiu,Hiroyama,1961-11-13,2000-04-09,1999-01-01,Senior Engineer
431976,Karlis,Maksimenko,1962-01-15,2000-07-13,1999-01-01,Senior Engineer
432024,Rimli,Hiraishi,1964-07-09,2000-09-14,1999-01-01,Senior Engineer
432195,Badri,Speel,1958-09-06,2000-11-06,1999-01-01,Senior Staff
432205,Manton,Murthy,1952-06-26,2000-01-22,1999-01-01,Engineer
432223,Kousuke,Asmuth,1957-11-26,2000-12-18,1999-01-01,Senior Staff
432253,Theron,Hiroyama,1964-08-21,2000-10-28,1999-01-01,Engineer
432278,Uri,Deverell,1954-06-28,2000-01-22,1999-01-01,Staff
432477,Takahira,Angelopoulos,1961-09-15,2000-04-01,2000-06-19,Assistant Engineer
432485,Arne,Angiulli,1960-05-13,2000-03-23,1999-01-01,Senior Engineer
432554,Mana,Yemenis,1955-08-21,2000-02-09,1999-01-01,Staff
432583,Seongbin,Mitsuhashi,1954-10-29,2000-09-16,1999-01-01,Staff
432605,Shridhar,Badache,1953-04-28,2000-01-17,1999-01-01,Technique Leader
432621,Kazuhiro,Kuzuoka,1960-08-14,2000-10-31,1999-01-01,Staff
432726,Sastry,Baby,1963-06-30,2000-01-03,1999-01-01,Assistant Engineer
432736,Adit,Rohrbach,1964-10-25,2000-01-03,1999-01-01,Senior Staff
432739,Ioana,Georgatos,1961-06-30,2000-01-16,2000-11-29,Engineer
432744,Arch,Fiebach,1960-10-25,2000-01-29,2000-06-26,Staff
432768,Jiang,Flowers,1956-03-19,2000-06-14,1999-01-01,Staff
432851,Troy,Bakhtari,1959-12-02,2000-11-25,1999-01-01,Technique Leader
432908,Faiza,Nyrup,1953-03-04,2000-06-01,1999-01-01,Senior Staff
432964,Padma,Burnard,1956-05-19,2000-11-08,1999-01-01,Staff
433019,Aron,Borovoy,1956-06-25,2000-07-07,1999-01-01,Staff
433104,Florina,Gente,1955-10-03,2000-01-17,2001-05-03,Engineer
433137,Alexius,Gimarc,1960-03-02,2000-01-09,1999-01-01,Staff
433168,Thodoros,Birch,1953-09-17,2000-07-07,1999-01-01,Engineer
433217,Ebbe,Valette,1954-01-10,2000-05-31,1999-01-01,Staff
433230,Christ,Molenaar,1952-03-16,2000-01-18,1999-01-01,Senior Staff
433236,Shietung,Jayawardene,1956-08-07,2000-08-15,1999-01-01,Staff
433309,Lucian,Tibblin,1955-08-11,2000-09-03,2000-10-19,Engineer
433376,Zito,Shackel,1963-10-06,2000-03-14,1999-01-01,Engineer
433446,Masamitsu,Engberts,1958-01-18,2000-08-30,1999-01-01,Staff
433540,Annemarie,Edelhoff,1955-01-25,2000-01-23,1999-01-01,Senior Engineer
433568,Oscal,Knightly,1956-05-29,2000-12-23,1999-01-01,Technique Leader
433618,Joydip,Ravishankar,1963-05-12,2000-10-16,1999-01-01,Engineer
433632,Rutger,Demos,1961-03-02,2000-01-17,2000-08-04,Engineer
433654,Emran,Maccarone,1959-02-03,2000-03-30,1999-01-01,Staff
433692,Marjo,Bellmore,1954-02-12,2000-01-13,1999-01-01,Engineer
433789,Eishiro,Gini,1953-03-16,2000-02-25,1999-01-01,Senior Staff
433816,Kwun,Vural,1961-01-27,2000-05-13,1999-01-01,Staff
433899,Rosella,Kroll,1958-06-19,2000-11-03,1999-01-01,Senior Engineer
433909,Sham,Gladwell,1956-01-10,2000-05-25,1999-01-01,Staff
433917,Erez,Desikan,1960-06-01,2000-11-24,1999-01-01,Senior Staff
433940,Constantino,Leonhardt,1963-05-16,2000-01-04,2000-03-16,Engineer
433988,Stein,Noriega,1956-02-25,2000-01-20,1999-01-01,Engineer
434235,Sanjeeva,Gerlach,1961-05-03,2000-06-19,1999-01-01,Senior Staff
434297,Tuval,Baalen,1959-10-08,2000-05-29,1999-01-01,Assistant Engineer
434349,Denis,Skrikant,1952-04-26,2000-09-01,1999-01-01,Engineer
